symbol,C3L.02665,C3L.01663,C3N.02575,C3L.02546,C3L.00965,C3L.02963,C3N.04162,C3L.02646,C3N.02285,C3N.03875,C3N.03424,C3N.01017,C3L.00081,C3L.02649,C3L.01838,C3N.02252,C3L.03963,C3N.03072,C3L.02969,C3N.03662,C3N.03051,C3N.02434,C3L.02127,C3N.02339,C3L.03961,C3L.04391,C3L.02619,C3N.02494,C3N.03880,C3N.03092,C3L.02669,C3N.03877,C3N.01846,C3L.02964,C3N.00247,C3N.02288,C3L.01606,C3L.02164,C3N.02374,C3N.02675,C3N.02523,C3L.02130,C3N.02426,C3N.02284,C3L.00923,C3N.03486,C3N.04127,C3L.02951,C3L.02629,C3L.04013,C3N.00221,C3L.00568,C3N.04155,C3N.01025,C3L.02552,C3N.02375,C3L.02660,C3L.01884,C3N.02300,C3L.01285,C3L.02627,C3L.00993,C3N.02425,C3L.02170,C3N.00555,C3N.01893,C3N.03093,C3L.01455,C3N.03848,C3L.02968,C3N.03204,C3L.00445,C3N.02283,C3N.02289,C3L.03962,C3L.03272,C3N.01411,C3L.00415,C3N.03882,C3L.01000,C3L.02650,C3L.02358,C3L.02168,C3L.02625,C3N.01028,C3N.02435,C3N.03441,C3L.04071,C3N.01020,C3N.00497,C3N.01194,C3L.02648,C3L.03678,C3L.02891,C3L.00927,C3N.03886,C3L.04014,C3N.03076,C3N.03425,C3L.02163,C3N.04124,C3L.00904,C3N.00211,C3N.01892,C3L.00603,C3L.03965,C3N.03851,C3L.02349
L3HYPDH,-0.2487,2.3706,-1.0764,-0.1645,-0.2075,0.714,-2.2334,0.9255,-1.8709,-1.1814,-0.383,1.0845,0.4984999999999999,0.817,0.7546999999999999,-0.3477,-1.243,0.4327,2.4772,0.9499,-2.1663,-3.5407,-0.6381,1.259,-0.6643,1.6299,-1.8257,-0.6,0.1344999999999999,-1.0417999999999998,1.3865,-1.1024,-0.4547,-1.1974,0.8941,-1.6633,-1.0472,0.4528,-1.0567,-0.6995,-0.6277,0.0975999999999999,0.4085,-0.3777999999999999,-0.7258,-0.3386999999999999,-0.04,-1.4412,1.2456999999999998,-0.9355,-1.2795999999999998,0.3247,-0.8182,-0.415,-0.5488,-1.1045,1.5231,-0.8311,-0.7286,0.003,-1.4263,-0.0339999999999999,-0.1496,-0.403,-1.0331,-0.9469,0.6723,0.6081000000000001,0.0743,-1.2226,-1.1249,0.0273999999999999,-0.5276000000000001,1.4837,-0.4845,-0.4524,0.19525,-1.8723,1.0761,0.0282,-0.4869,-1.2077,0.0166,0.1087,-0.6131,-0.6493,-0.4178,0.9265,-1.2534999999999998,0.0174,-1.3496,-0.3445,-0.2944,-0.7975,-0.8310000000000001,-0.956,-0.8976999999999999,-0.2153999999999999,-1.3387,0.6013000000000001,-0.6783,0.0309,1.4476999999999998,-0.7693,-0.7351999999999999,0.031,0.0934,-1.5197
LACTB2,3.0335,-1.6361,0.4145999999999999,-0.8774000000000001,-0.6869,0.2468,-0.3906,1.0002,-0.5911,-1.2356,-0.5494,-0.1365,-0.0145,-0.1876,-0.2196,0.7976000000000001,-0.4047,-0.2121,1.6527,0.3497,-0.8311999999999999,0.3257,0.4102,-1.6429,-0.4782999999999999,0.0602,-3.0354,-0.1258999999999999,0.0368999999999999,3.2847,-2.994,1.0875,0.4373,-0.8268000000000001,-0.1414,-1.6122,0.9176,-0.3440999999999999,1.462,0.0797,-0.4538999999999999,0.1238999999999999,-1.4313,0.99,-1.6559,-1.4284,0.1266999999999999,-0.661,0.839,-0.5618,0.1066,0.5845,0.1752,-1.1361,0.6539,0.8861,-0.6027,0.3414,-1.6416,1.0780999999999998,-0.7723,-0.4574999999999999,-0.2129,0.4795999999999999,0.0332,1.7813,-1.7181000000000002,0.9911,-0.8648,0.0431,1.1895,0.4765,2.1596,-0.3818999999999999,0.4958,0.1830999999999999,0.53035,0.0433,2.1292999999999997,2.3363,-0.2177,1.0919,-0.8124,-0.1662,-0.4421,-0.5878000000000001,0.2407,0.8814,2.8244,-0.2098999999999999,-1.2924,-1.6767,0.2402,-0.3987,-1.118,-0.3966,0.6557000000000001,-0.7001,-1.1713,0.4342999999999999,-1.7574,-0.6108,-0.8583999999999999,-0.2261,0.0742,0.3243,0.7588,0.9108
LAMB1,0.7155,1.1221,-1.3673,1.6141,0.1172999999999999,1.1776,-1.1091,0.4656,-0.4073,-1.2898,-1.242,-1.5294,-0.226,0.0042,2.3465000000000003,-0.6365999999999999,0.4805999999999999,3.817,-1.9747,0.9936,0.8846,-0.3904,-0.7819999999999999,1.687,-1.1199,2.0617,0.2457,-0.8330000000000001,-1.297,-1.21,-0.6899,1.0375,1.4915,0.4383,-1.4314,0.3746,0.4858,0.9019,-0.5526,0.3262,1.3447,0.4017,1.6404,-0.1032,-1.3418,-1.4238,0.8169,1.7121,-0.4258999999999999,-0.2526,0.3272,-0.9295,0.5832999999999999,-0.4666,2.2098,-0.4972,0.8049,0.2183,0.5441,-0.3473,-1.1599000000000002,0.5342,-0.2234,1.7574999999999998,-0.0146,0.2101,0.771,-0.0197,1.6161,-0.3326,0.2937999999999999,-0.534,-0.5316000000000001,3.6267,-0.1109,-0.6274000000000001,2.34455,-1.591,-0.2022,-1.7264,0.7563000000000001,0.4965,0.7491,-3.3147,0.1502,0.0523,-0.7539,2.0371,1.3525999999999998,-0.2193,-2.5023,1.9227,-0.749,-0.0039,-0.0439999999999999,-0.3418,-0.1052,0.1724,0.2869,-0.2184,-1.6092,1.2595,2.739,0.4337999999999999,-0.2136999999999999,0.9006,-0.6471,-1.4826
LAMC1,0.3683,0.5671999999999999,-2.3224,0.209,0.1105,0.1608,-1.3659,0.2759,-1.3193,-1.8434,-1.0176,-1.6381,-1.0954000000000002,-0.2563999999999999,0.964,-0.8258,-0.224,3.0976999999999997,-2.6117,0.2448,-0.5106999999999999,-0.7306999999999999,-1.0914,0.9691,-1.2832,0.6928000000000001,-0.7054,-1.5884,-2.0588,-1.3812,-1.5573,0.8467,-0.0927,-0.9052,-1.6434,-0.4655,-0.8349,0.6484,-1.5707,0.5618,0.2920999999999999,-0.8296,0.7688,-0.679,-0.8783,-1.5589,0.1467,0.4968,-1.1337000000000002,-0.7822,-0.1379,-1.9361,-0.1971,-0.8097,0.9734,-1.5562,1.4447,-0.3162,0.1124999999999999,-1.1758,-1.3671,0.215,-1.0878,0.4374,-0.4968,-0.2042,-0.2061,-0.1737,0.6769,-1.0377999999999998,-0.3833,-0.3868,-1.5256999999999998,2.2235,-0.5139,-1.2709,1.78925,-2.1618999999999997,-0.5053000000000001,-1.5168,0.2850999999999999,-1.0172,0.2963,-3.2955,-0.7215,-0.6308,-0.5495000000000001,0.8398,0.506,-0.6738999999999999,-3.1897,1.884,-1.2742,-0.4613,-0.6551,-0.6578,0.4137,-0.657,-0.7321,-0.1952,-2.7302,2.0385,1.5932,-0.3098999999999999,-1.0593,0.7039,-0.7737999999999999,-1.2152
LAMP1,-1.0112,0.7549,-1.6672999999999998,-0.0274999999999999,-1.1528,-0.9046,-0.4272999999999999,-1.2474999999999998,0.4615,0.7105999999999999,-0.7737999999999999,-0.8847999999999999,0.3390999999999999,-1.1589,0.9777,-1.4752,1.9477,-1.3125,-1.2422,-1.5705,0.6142,-0.8767999999999999,0.3454,-1.7782,-1.7198,-0.6259,0.0702,-1.9072,-1.5738,-0.8174999999999999,-1.3094,-1.2432,-0.8920000000000001,0.816,-0.4806999999999999,-1.7795999999999998,-0.8025,-1.6481,-2.2804,-0.4495,0.2654999999999999,1.4641,1.7015,-0.8143,0.247,-1.1422,0.1166999999999999,0.7719,-1.9598,0.4574,-1.0792000000000002,-0.8037000000000001,-1.0173,-3.0118,0.4134,-1.8502,-0.809,-1.0801,-0.7849,0.0827,-0.3256,-1.8472,-2.359,1.7268,-0.5654,-1.8375,-1.2789,-2.2151,0.0195,0.9299,-0.5291,8.1631,-2.8113,9.9591,-0.2264,-0.6812,0.33225,-1.0173,-1.929,-1.4887,-0.7126,-0.2989,-1.7978,-2.6243,0.7591,0.037,1.2035,-1.5756,1.6437,-1.141,-0.1753999999999999,-0.8507,-0.6972,-1.638,-0.5255000000000001,-1.8685,1.0133,-0.9747,-0.2988,-2.6414,-1.9588,-0.9643,-1.3749000000000002,2.1911,-1.4793999999999998,-0.4832,-1.7194,-1.4641
LAMTOR3,-0.4598,0.1877,0.0183999999999999,-0.9117,-0.7990999999999999,-1.1065,-0.4553,-0.3046999999999999,-0.6885,0.0399999999999999,0.8977,0.3665,-1.7533,0.5085999999999999,-0.4528,-0.6365999999999999,0.8167,-0.2836999999999999,0.8139,-0.7021999999999999,-0.8512,-0.2463,-1.2617,-0.0718,-0.5998,-0.2142,0.1596,-0.8946000000000001,-0.8067000000000001,0.7112,-0.6062000000000001,-1.0042,-0.0319,1.1154000000000002,0.1696,0.1702,0.0143999999999999,0.4311,-0.4834,-0.3879,-0.0797,-0.3604,0.965,0.3737,-2.0372,0.1717,-0.7635,-0.3942,-0.6277,-0.1392,-0.3254,0.2516,0.1971,-0.6326,0.2142,-1.4352,0.9659,-0.1958,-0.6879,-0.7187,-0.444,-0.6554,0.6409,0.4412999999999999,0.0125,1.1806,-0.8664999999999999,-0.4303,1.1074000000000002,1.0777,-0.6479,-0.6263000000000001,-0.8779999999999999,-0.2894,-0.9803000000000002,-0.0835,-0.46005,-0.6575,-0.7286999999999999,-0.1814,-0.2415,-0.4025999999999999,-1.0754,-0.9174,0.4087,-0.917,1.1218,-0.8017000000000001,0.6746,-0.5601999999999999,-0.1504,-1.0791,-0.2544,-2.1891999999999996,-1.7569,-0.8045,0.5365,-1.3247,-1.1952,-0.6372,-0.1007,0.6418,-0.3091,-0.2516,-0.2390999999999999,-0.3417,-0.8089,-0.2939
LANCL1,-1.0815,-0.5467,-0.813,-0.2639,0.4352,-0.643,-1.1415,-0.3105,-0.2054,-0.5393000000000001,0.1664,-0.0024999999999999,0.9564,0.8232999999999999,-0.3019,0.2633,-1.2647,-0.9027,-2.0066,0.912,-1.3586,0.1754,-0.0744,1.364,-0.4555,-1.2484000000000002,-1.3501999999999998,-0.1419,-0.9279,-2.2665,-0.5290999999999999,-0.126,-0.4315,-1.2722,-1.1981,0.1134999999999999,-1.3387,-0.2246,-0.0761,-0.0653,-0.0387,-0.6907,0.0676,0.0349,-0.5733,-0.2700999999999999,-0.5835,-1.0018,-1.0184000000000002,0.1533,0.3897,-0.7143999999999999,-0.4738,-1.2855,-0.6577,-1.0029,-0.0702,-1.3795000000000002,-0.8099000000000001,-0.5126999999999999,-1.1895,0.4129,-1.8341000000000005,-0.4796999999999999,-0.2266,0.2781,-1.6284999999999998,-0.6475,-1.0644,-0.1602,0.4708,-0.0375,0.754,-0.4462,1.1229,-0.6274000000000001,-0.5748500000000001,-1.5774,-0.0585,0.9727,-1.3263,0.0047999999999999,-0.1798,0.1598,-0.7549,-0.3354,-0.8447,-1.6762,-0.6714,-0.273,-0.494,-1.9052,0.7655,-0.3323,-0.9398,1.3929,-1.2623,-0.0619,-1.5897,-0.8145,-0.7239,0.0412,-1.1566,-0.4521,1.1063,-0.0172999999999999,-0.5703999999999999,0.3045
LANCL2,0.2745,-1.73,0.1352,0.9698,0.5134000000000001,-0.2953,-0.123,4.6937999999999995,1.1968,0.8704000000000001,-1.1569,0.2048,-0.7795,-0.1793,-0.6895,-0.133,-0.1987,-0.6448,0.0494999999999999,0.1427999999999999,0.3271,0.3028,-0.5228999999999999,0.7536999999999999,-0.3150999999999999,4.1267,-0.7182000000000001,-0.6134000000000001,-0.1397,-0.3424,-0.6329,-0.3039,-0.0348,-0.1176,0.4594,0.2526,-0.5974,-0.2499,-0.8313,-0.3879,-0.1594,0.1127,-1.2158,-0.5284,0.7258,0.0664,-0.2534,-1.2605000000000002,-0.6053,0.3157,0.5809,-0.7143999999999999,0.436,1.2043,-0.6051,-0.1838,-0.7719,0.2994,0.9036,0.8104,0.0564999999999999,-0.6001000000000001,-0.1412,0.353,0.6214999999999999,1.083,0.8038,0.0277,0.1994999999999999,0.5543,3.9332,0.4241,0.0197,-0.4422,0.3102,-1.6263,0.37305,0.4681,-0.4025,-0.7037,0.3089,1.0726,0.5959,-0.2877,0.7257,-0.9139000000000002,-0.2042999999999999,-0.5935,-0.678,-0.2918999999999999,-0.1682999999999999,-0.4253,-0.4239,-0.86,-0.1273,0.8817999999999999,0.6066,-0.4631,3.039,-0.2415,-1.1077,0.0309,-0.7456,0.3863999999999999,1.1099,1.1353000000000002,0.6987,-0.3812
LAP3,1.0088,1.881,-1.4406,0.5517,-0.2738,-0.314,-0.5307999999999999,-0.8336,-0.0432,0.6277999999999999,1.5594,-1.4207,-2.4894000000000003,-1.261,-1.1458000000000002,1.2603,1.5646,-1.6621,3.277,-1.3024,-0.7777999999999999,-0.5761999999999999,0.0144,-1.8997,1.2187,-0.1372,-1.9343,0.2357,1.0861,2.355,-1.6343,-0.8078000000000001,0.6603,0.5451999999999999,5.969200000000001,-1.5526,-1.13,1.17,-1.0883,3.2837,-1.2191999999999998,0.0188,0.5983,-1.0764,0.738,0.4854,-0.2034,0.5091,-0.0289,-0.1456,-1.4285,-2.3014,-0.9317,-1.5602999999999998,-0.0075999999999999,0.2377,-0.4995,-0.5988,0.5566,-0.63,-1.0441,-0.5682,0.3099,0.7176,-2.0871,0.5147999999999999,2.6415,2.4205,1.3148,1.0316,-0.7291,-2.8192,-1.1438,-0.2171,-2.5764,0.8049999999999999,-1.98915,0.4302,-1.117,1.9422,-2.8744,-1.2294,0.0032999999999999,-0.3196,0.6839999999999999,-3.8067,1.1718,1.5235,-0.3340999999999999,2.6466000000000003,2.4522,0.5202,-0.6077,1.8452,0.4676,-0.4755999999999999,1.2167,-0.8428,0.7172000000000001,-1.593,1.3925999999999998,1.4071,-0.2946,2.4208,0.3386,-0.7765,0.5937,-1.329
LARP1,1.0065,0.404,1.3513,0.4729,0.7531,1.828,0.9451,0.5086999999999999,0.1009999999999999,1.3869,-0.3443,0.2326,0.4,0.6649,-0.0515,1.6898,0.6034999999999999,0.6992,1.366,0.4254,0.1669,0.5533,0.9522,-0.1685,1.2301,1.1848,0.1117,1.4706,1.5079,1.4874,0.9545,1.295,-0.252,0.8552,1.6646,-0.142,0.9788,1.3077,1.8514,1.1598,-0.3742,0.6682,-0.7623,0.1268999999999999,-0.3202,0.9043,0.2434,0.3203,1.3320999999999998,0.3428,0.5367999999999999,0.7793000000000001,1.8434,1.2098,1.135,1.206,-0.6192000000000001,-0.0503,-0.9787,0.8059000000000001,-0.6458999999999999,1.694,0.622,-0.0498999999999999,0.4594,0.2545,0.7889,0.1896,0.8725999999999999,0.3202,0.8311999999999999,0.1297,0.1378,0.3539,0.1901999999999999,0.8562,0.38595,-0.3193,0.9946,-0.3159,0.3564,-0.1832,0.243,1.7133,0.709,-0.2246,-0.4087,0.9613,0.4762,0.8285,1.5608000000000002,0.703,1.0033,0.6567999999999999,0.1736,0.2304999999999999,1.6375,1.1094,1.4911,0.7529,1.3014,0.3398,1.7387,1.7682,-0.1629999999999999,1.6840000000000002,0.5336000000000001,0.4421
LARP4,3.0264,0.9303,1.0444,-0.2433999999999999,1.0694,1.3271,0.6776,1.348,0.6129,1.0844,-1.0099,1.0971,0.0986,-0.1063,0.6312,0.2965,0.9106,1.1835,0.6900999999999999,0.778,0.6709,0.4009,0.1367,-0.2706,0.2772,0.2443,1.5639,0.8599,1.7609,1.1863,0.7301,0.7559,1.6624,1.486,1.1203,0.3404999999999999,2.0620000000000003,-0.2717,0.9539,-1.1055,0.6059,2.151,0.1061999999999999,1.3372,0.6832,0.9089,0.837,0.7226,0.3746,0.7073999999999999,1.1233,0.5276000000000001,1.0013,1.7373,-0.2254999999999999,2.3429,-0.8875,1.0074,0.7567,0.4932,1.0711,1.0322,0.0928,0.3913999999999999,1.268,-0.4202,1.8258,0.1619,0.4226,0.739,1.0812,0.7384,0.0295,0.9248,1.2565,1.1335,1.43935,-0.2082999999999999,0.5123,0.1783,0.3208,0.2772,0.7557,1.4448,1.6057,0.7601,-0.6222000000000001,1.1278,0.926,0.6076,1.6181,2.2426,0.683,2.2322,1.6828,1.0205,2.1564,1.3571,1.7331,0.6501,0.4769,1.7571,0.953,0.9442,0.0,1.118,1.0489,2.3563
LARP4B,1.0276,0.7753,0.9116,0.2124,-0.0663,0.5795,-0.3841,0.8392999999999999,0.4254,0.5479,0.1974,-0.4903999999999999,-0.4463,0.6857,0.6517999999999999,0.7362000000000001,0.2095999999999999,-0.2121,0.8989,-0.8129,0.9713,-0.5699,-0.7555999999999999,-0.8449,0.6872,0.5589000000000001,1.4586,0.1688,1.0228,-0.5370999999999999,0.2445,0.541,-0.2954,1.2543,0.3817,-0.6018000000000001,-0.3526,-0.0217,1.3097,-0.2103,0.7265999999999999,1.1486999999999998,-1.5085,0.6859999999999999,0.3538,0.8562000000000001,0.2734999999999999,0.4886,-0.4034999999999999,1.1984,0.5478000000000001,-0.7143999999999999,-0.1991,0.2821,-0.1128,1.5302,-1.065,1.5251,-0.6035,0.1879,-0.2852,-0.1893999999999999,0.0169,-0.5794999999999999,1.1017,0.5178,0.2241,1.457,-0.2465,-0.194,1.5854,-0.3369,2.0572,0.6514,0.1856999999999999,1.4674,0.8025500000000001,1.6478,1.9112,0.9821,0.9146,0.1784,0.7557,-0.1502,0.4171,-0.2308,-0.8674,0.9751,0.9062,0.9138,0.9236,0.942,1.2035,0.5082,1.287,0.3466,0.7784,0.8186,0.6933,0.8017000000000001,-0.1577,-0.1922,1.7241,-0.4521,0.8854,-1.3045,0.9389,0.8287
LARP7,1.8651,0.6284,2.9568999999999996,-0.4763999999999999,1.4706,-0.3888,1.2365000000000002,0.3161,0.0504999999999999,-0.1598,-0.5262,1.039,0.6347,0.5315000000000001,0.1201,0.8948,-0.0867,0.7536,-0.2476999999999999,1.148,-0.3238,-0.073,-0.0408,0.1049,0.1974,-0.0837,-0.0256,0.9992,2.8022,1.0417,0.7334,0.9541,1.7899,-0.0321,-0.4029,1.7284000000000002,0.8349,-0.1739,0.5348,-0.3516,1.0356,-0.2815,-0.3634,1.5227,-0.3049,1.2431,-0.6635,-0.4927,0.3074,1.3337,1.0957,-0.203,0.8938,0.3578,-0.2143,1.1649,-0.3591000000000001,-0.0671,-0.6942,0.9187,-0.6942999999999999,0.7406,0.8664999999999999,-0.4759,0.7774000000000001,-0.142,-0.3585,-0.1382,-1.4478,0.311,0.4291999999999999,0.8881,1.5651000000000002,0.1929999999999999,0.2332,1.6532,0.93575,0.2435,1.1754,-0.3596,-0.1108,1.4921,-0.1631,1.5726,-0.221,0.2216,-1.2897999999999998,0.3054,0.3009,0.3677,0.5119,-1.9368,1.9596,0.0899,-0.3935,0.4643,-0.0246,1.1283,-0.4750999999999999,1.4313,1.3622,0.7516,0.6548,0.5614,1.7219,0.5659,0.7487,-0.1138
LARS1,-0.1197,0.3305,2.2217,0.233,0.4267000000000001,0.3589,0.5092,0.8996,-0.1442,0.9988,-0.0503,0.5105999999999999,0.9506,0.6461,0.2092,1.2246,0.1843,0.6505000000000001,-0.0389,0.7955000000000001,0.0968,0.5512,1.5111,-0.2209,0.6986,0.8903000000000001,0.3862,0.3536,0.8884,0.2892,0.6295999999999999,1.1005,0.0260999999999999,0.4739,0.6644,0.4541,0.4282,0.355,1.5311,-0.0943,0.3186,0.3003,-0.0997,-0.1687,-0.4178,0.9455,-0.2134,0.0287,0.6436,0.326,1.2942999999999998,1.3516,1.3557,1.1545,0.947,0.3285,0.7677999999999999,-0.4953,0.6816,0.6961,-0.7373999999999999,0.9236,0.0379999999999999,0.683,0.634,1.0179,-0.1791999999999999,0.5568,0.6377999999999999,0.2248,0.4791999999999999,0.9605,1.0532,0.7358,0.8105,0.9747,0.90065,-0.3626,1.1435,-0.5691999999999999,0.0,0.0143999999999999,0.0366,1.9179,0.6715,0.1231,0.3134,0.6315999999999999,0.7673,1.2894,0.5548,-0.2742,0.8173,0.0665,-0.2292,0.5126,-0.9818,0.9559,0.5767,0.1490999999999999,0.8378,-0.954,0.4074,1.6916,0.7768,0.5624,0.1951,0.9293
LARS2,0.1408,-0.714,1.585,-1.9604,0.1258,0.1757,1.586,0.1437,-0.2415,-0.0827,0.0194,0.3994,-0.0608,-0.6982999999999999,-1.1526,-0.064,0.7805,-0.1118,-0.6865999999999999,-0.8129,-0.2603999999999999,2.2569,1.1297,1.0354,-1.0592,0.2309,0.8522,1.1304,2.1827,0.9473,-1.2458,1.0023,0.7154,1.2329,0.1555,-1.0417,0.3095,-0.0144999999999999,1.8178,-0.3298999999999999,1.026,1.3552,0.6755,0.7362,-0.4635,-0.0754999999999999,-0.0166,-0.891,-0.7974,-0.6443,1.1876,1.4814,-0.1413999999999999,0.2673999999999999,-1.2102,0.8559,-0.1981,0.7164,-0.8224,0.8841,-1.3644,0.3256,0.5503,-0.2034,1.3969,-1.1007,0.7859,-1.1371,0.9508,0.6928,0.5375,-0.2271,0.437,-1.0212,-0.6294,0.6758,0.36935,1.6315,1.0442,-0.4378,-1.2827000000000002,0.7062999999999999,-0.273,-1.6365999999999998,0.8674999999999999,-0.0554,0.8492999999999999,-0.5379,0.42,-0.2509,1.3102,-0.8612000000000001,2.4754,-0.2111,-0.7801,0.1096,-0.4979,0.4982,0.2869,1.0920999999999998,0.4275,-1.2835,-0.4183,-0.1167,0.0452,2.0083,0.1717,1.5488
LASP1,0.3261,1.4975,-1.152,0.3941,-0.3893999999999999,-0.0486,-1.0293,-1.3395,-0.4938,-1.1471,0.5688000000000001,-0.0201999999999999,-0.568,-0.2168,0.9262,-0.3375,-0.4698,-0.2923,0.4281999999999999,0.1603,-1.2284,-1.1774,-0.8251999999999999,1.4385,-0.0721,0.9505,-0.2649999999999999,-1.0447,-1.0597,-0.6493,0.422,-0.3927999999999999,-0.1883,-0.2994,0.8092999999999999,-1.0758,-1.004,1.0251,-0.3903999999999999,-0.232,-0.6663,-0.0975999999999999,0.6851,-0.8478,0.0549,-0.1487,-0.02,-0.2464,1.1112,-0.1456,1.0608,-1.0715,-0.7346,-0.8263,0.2142,-0.5642,1.1681,-0.7695,-0.8036,-0.5066999999999999,-0.3041,0.2405,-0.8011,-0.0538,-0.2994,0.5888,0.0777,0.0711,-0.1331,-1.6043999999999998,-0.3479,-0.1797,-1.2324,0.7479,-0.2626,0.4468999999999999,-0.27125,-0.8794,-1.351,-0.5254000000000001,-0.1820999999999999,-0.7641,0.1731,-0.2653,-0.2835999999999999,-0.4739,-1.0945,-0.6594000000000001,-0.3241,0.0489,-0.3759,-0.2285,-0.4334,-0.6294000000000001,-0.3657,-0.5159,-0.1262,2.9162,-0.4273,-0.3622,-0.4275,0.0687,0.7565999999999999,-0.0292,-0.641,0.0276,-0.8139,0.3971
LCMT1,1.2997,1.2037,0.3984999999999999,-0.6786,0.3213,0.4934999999999999,-0.2027999999999999,0.3161,0.4723,0.9275,0.0078,0.1062,-0.0173,0.519,0.8096,0.0408999999999999,0.0252999999999999,0.0257999999999999,-0.3433,-0.8187,0.7243,0.0418,-0.5420999999999999,0.7703,-0.1253,0.3916,0.2872,0.7687999999999999,0.1475999999999999,0.605,-0.0133999999999999,0.7003,0.3302,-1.3613,0.7032999999999999,0.3177999999999999,-0.5902000000000001,-0.0326,-0.2402,0.7901,0.6325000000000001,-0.2215,1.6115,0.4058,0.0702,0.2015,-0.1133,-0.5707,0.2946,0.7061,-0.3861,0.4262,-0.1294,-0.3615,-0.4172,-0.9078,-0.1114,-0.9598,-0.0407,-0.2,-1.359,1.6365,-0.196,0.2878,1.0414,0.9823,-0.3764999999999999,-0.0987,0.5282,0.4125999999999999,-0.45,0.7333999999999999,1.8702,0.2573999999999999,1.3017999999999998,0.5385,-0.7081500000000001,-0.4086,1.1258,0.1814,-1.0927,-0.9811,-0.4495,0.5018,-0.0332999999999999,-0.0153999999999999,0.0818,-0.4477,-0.0728,0.5981000000000001,0.6801,-0.2215,-0.4451,0.1016,1.2291,1.1333,0.0245,0.2639,-0.0986,0.0077999999999999,-0.8835000000000001,0.4805,-0.0181,-0.4667,1.09,-0.773,0.1884,-0.5083
LCP1,-0.2158,-0.1632,-2.7186000000000003,-0.1919999999999999,-0.7872,0.9122,-1.0768,-1.2993,0.1442,-0.3738,1.4549,0.0556,-2.585,1.236,-0.0515,-0.6622,0.9431,-2.8456,1.9606,-2.1299,-1.4053,-1.4112,-1.0938,-0.4362999999999999,2.7144999999999997,-1.7772,1.7714,-0.1982,0.1001999999999999,1.0004,-0.2612,-1.9287,-2.1923999999999997,1.0013,2.2442,0.823,0.5434,1.391,-0.9499,0.8517,-1.533,-0.4955,0.55,-1.2145,0.3202,0.4831,1.2637999999999998,0.4311,1.4186,-0.9355,-1.4469,-0.1015,-1.4553,-1.0826,0.3532,-1.3206,0.3839,-0.2294,-0.9568,-1.5682,-0.1964,-1.5131,-0.9002,1.5772,-0.4427999999999999,1.3907,1.4821,0.8608,1.9174,0.4341,-1.8686,-1.0254,-3.9216,0.2211999999999999,-1.4489,0.49,-1.63375,0.4113,-1.4911,0.466,1.6827,-1.3234,-0.5127,1.0356,1.76,-1.2863,0.5768,0.7947,2.0372,1.5419,0.5155,-0.8366,-1.4014,0.2893,-0.8310000000000001,-1.4719,0.5154,-0.14,-0.3944,-1.8423,-1.6776,-0.8785,-0.1345,0.3791,-0.4110999999999999,-0.7109,-0.8454999999999999,-0.8684000000000001
LDB1,-0.7764999999999999,0.7222,0.8566,-1.6245,0.2108,-0.6691,0.0129999999999999,0.7071,0.1767,0.9674,-0.294,-1.4838999999999998,-1.3012,-0.8546,0.9125,-0.1151,0.2024,-0.4155999999999999,-0.499,-0.6847000000000001,0.3304,-0.5574,-0.8490999999999999,0.7372,-0.5011,0.4886,0.0,0.5974,-0.1503,-1.3251,-0.1038,-0.5484,0.0144999999999999,0.9586,-0.8306,0.0993,1.7777,-1.007,-0.0147999999999999,0.0398,0.9825,-0.8332999999999999,0.9553,1.1908,0.3233,0.1855,0.3167999999999999,1.7900999999999998,-0.1345,2.5231,-0.6288,-0.0812,-0.2269999999999999,0.1512,0.0225,-0.4344999999999999,0.0370999999999999,0.0699999999999999,0.0124999999999999,1.1833,0.0673,0.2873,-0.1876,0.0537,0.8481000000000001,-0.6746000000000001,-0.9621,0.9516,-0.9587,-0.1633,1.377,0.8582,2.9471,-0.2331,-0.412,-0.6005,0.3470499999999999,0.1867,0.2375,-0.2314,0.1306999999999999,0.8388,-0.6858,1.7421,-1.2887,2.4496,-0.2224999999999999,-0.0486,-0.0364,0.9611,0.1324,1.2021,1.1658000000000002,0.1212,-0.0532999999999999,0.5722999999999999,-1.3219,0.7621,-0.8128,-2.2046,-1.0240999999999998,-1.1496,-1.4331,0.4302,2.6074,1.0835,1.2791,-0.1561999999999999
