symbol,C3L.02665,C3L.01663,C3N.02575,C3L.02546,C3L.00965,C3L.02963,C3N.04162,C3L.02646,C3N.02285,C3N.03875,C3N.03424,C3N.01017,C3L.00081,C3L.02649,C3L.01838,C3N.02252,C3L.03963,C3N.03072,C3L.02969,C3N.03662,C3N.03051,C3N.02434,C3L.02127,C3N.02339,C3L.03961,C3L.04391,C3L.02619,C3N.02494,C3N.03880,C3N.03092,C3L.02669,C3N.03877,C3N.01846,C3L.02964,C3N.00247,C3N.02288,C3L.01606,C3L.02164,C3N.02374,C3N.02675,C3N.02523,C3L.02130,C3N.02426,C3N.02284,C3L.00923,C3N.03486,C3N.04127,C3L.02951,C3L.02629,C3L.04013,C3N.00221,C3L.00568,C3N.04155,C3N.01025,C3L.02552,C3N.02375,C3L.02660,C3L.01884,C3N.02300,C3L.01285,C3L.02627,C3L.00993,C3N.02425,C3L.02170,C3N.00555,C3N.01893,C3N.03093,C3L.01455,C3N.03848,C3L.02968,C3N.03204,C3L.00445,C3N.02283,C3N.02289,C3L.03962,C3L.03272,C3N.01411,C3L.00415,C3N.03882,C3L.01000,C3L.02650,C3L.02358,C3L.02168,C3L.02625,C3N.01028,C3N.02435,C3N.03441,C3L.04071,C3N.01020,C3N.00497,C3N.01194,C3L.02648,C3L.03678,C3L.02891,C3L.00927,C3N.03886,C3L.04014,C3N.03076,C3N.03425,C3L.02163,C3N.04124,C3L.00904,C3N.00211,C3N.01892,C3L.00603,C3L.03965,C3N.03851,C3L.02349
CRYZ,-0.1666,-0.1142,-0.7741,-0.9939,-0.981,-1.028,-2.8678000000000003,-2.334,-1.7303,-2.5026,0.1239,0.9884,-1.6316000000000002,-0.9838,-2.8507,-0.8693,-0.336,-2.9115,-0.0142,-0.912,-0.7844,-0.4217,-1.2089,1.618,-1.7653,-1.5262,-4.1749,-0.533,-2.3356000000000003,0.1387,-0.8840999999999999,-0.4836,-2.0446999999999997,-1.7569,-0.3358,0.1334,-1.8173,0.3405,-0.94,1.3447,-1.7455000000000005,0.1577,0.074,0.0781,-1.4577,-1.6161,-0.5568,-1.9215,-0.0641,-0.2977,-1.2869000000000002,-1.9888,-0.872,-1.4108999999999998,1.3003,-1.487,1.259,-0.873,-1.6854,-0.8886,-0.7051,-0.3575,-0.8242999999999999,0.6293000000000001,-0.6943,-0.4468,-2.4233,-0.683,0.6809,-0.3788,-1.5937,-1.5818,-1.008,-2.8666,-1.6278,-0.7432000000000001,-1.30605,-1.4043,-1.0283,0.3003,-0.7007,0.3374,-2.3239,-2.4772,-1.1344,-1.1478000000000002,2.1664,-3.0089,1.7098,-1.7344,-0.4332,-1.9544,-0.5252,-0.4417,-2.1203000000000003,-1.2123,-1.9005,0.0592999999999999,-2.4712,-1.277,-2.2514000000000003,-0.5868,-3.4809,-1.4183,1.8215,-0.8731,-1.034,-0.0847
CRYZL1,-0.2651,0.0693999999999999,-1.1085,-0.4832999999999999,0.5814,-0.1121,-0.5157,-0.4772,-0.6885,-1.0843,0.1742,-0.7913,-1.0375,0.3773,0.048,-0.3631,0.1807,-0.5273,-0.1132,-0.708,-0.5241,-0.4070999999999999,-0.8490999999999999,0.011,-0.2012,-0.0803,-1.414,-0.8813,-0.92,-0.2095999999999999,-1.1219,-0.0074,-0.5908,-1.5502,0.7987,-0.4996,-0.2627,0.6809999999999999,-0.2678999999999999,0.0543,-0.6084,-0.3002999999999999,0.3506,-0.131,0.0824,-0.5196000000000001,-0.2167,-0.0205,0.8646,0.0515,-1.2281,-0.3369,-1.1566,-0.616,0.1653,-0.9013,-0.6027,-0.6688,-0.7536,-0.3263,-0.5812999999999999,-0.6193,-0.6598,0.5027,0.5529000000000001,0.2781,-1.0547,-0.8884000000000001,-0.1291,-0.6991,-0.1041,-1.1202,0.5709000000000001,0.4946,-0.1607,-0.5359,0.09165,-2.151,-0.4965,0.7131000000000001,-1.5005000000000002,-0.9739,-0.556,-0.0831,0.5797,-0.994,0.4769,-1.0273,-0.2348,-0.1815,-0.6874,-1.0334,0.1813,0.0235,-0.3056,1.0011,-0.3226,0.412,-0.6126,-0.5575,-0.0437,0.3192,0.8003,0.0765,0.3675,-0.0967,0.7888000000000001,-0.2833
CS,-0.3894999999999999,-0.5059,1.4132,-2.8274,0.0764999999999999,-0.2953,1.3379,0.8249,0.5263,0.2112,-0.8434999999999999,0.6522,-2.0083,0.2564,-1.8902,0.7388,0.0108,-0.0515999999999999,0.1592999999999999,0.4487,0.0601,0.6034,-0.8994999999999999,-0.9802,-0.186,-0.1674,0.983,0.067,-0.261,-0.3983999999999999,0.0469,0.9226,0.7559,1.2222,-0.8023,0.9281,0.4282,0.5433,0.4162,0.6306,0.787,0.8334,-0.4953,1.1783,-0.6769999999999999,0.4831,-0.7835,-0.8992,-1.4283,-0.3492,0.4357,0.2395,1.2064,0.7045,0.1352,0.9812,-0.9453,0.4337999999999999,-0.0751,0.2932,0.5544,0.0788,-0.4679999999999999,-0.3262,0.6194,0.7131000000000001,-0.4540999999999999,-0.5567,-0.3287,0.7975,1.527,-0.3768,-0.2185,-0.4905,0.3147,0.5358,0.76545,0.4275,1.5229,-0.1126,-0.9304,1.2799,-0.2564,0.4667,-0.0208,0.2062,0.2407,0.3297,0.8301,-0.7274999999999999,-0.2076999999999999,-0.8190000000000001,-0.2709,-0.516,0.1875,1.0479,1.911,-0.2369,0.3496,2.364,0.2337,0.0138,-0.7965,-0.0839,0.5468000000000001,1.2388,-0.6688,2.4384
CSDE1,0.1947,1.6688999999999998,0.2885999999999999,0.7505000000000001,0.476,1.0393,0.3453,0.7329,2.1701,1.6266,-0.2321,-0.0328999999999999,0.4724,0.7316,1.729,-0.5574,0.8889,0.0343999999999999,0.3256,0.5914999999999999,0.9513,0.309,-0.4678,-0.544,0.2734,0.2007999999999999,0.4085,0.9027,0.8039999999999999,1.1657,0.3181,0.943,0.8399000000000001,1.6463,0.7916,-0.6585000000000001,1.0544,0.2572,0.2086,-0.1994,1.364,0.2553,0.5629,-0.4140999999999999,0.7411,-0.0456999999999999,0.8003,0.0452,0.7685,0.8736999999999999,0.4265,1.6722,-0.3185,0.6713,0.8869,0.8018000000000001,-0.2807,1.0298,0.5471999999999999,0.6601,0.8181,-0.5044,0.8243,0.5948,0.37,-0.3728,1.2252,0.1896,0.8882,0.4803,0.2583,0.8357,1.5592,1.4475,0.3872,0.315,0.5729500000000001,0.4221,-0.1169999999999999,0.2221,0.7563000000000001,0.4266,0.5527,0.2206,1.0302,1.1294,1.3852,0.7079,0.1025,1.3841,0.7947,0.9034,0.3815,1.6654,1.037,0.0596,0.9923,1.1417,1.6136,-0.1952,0.0817,0.1956,0.8657,0.8859,0.5939000000000001,1.3837000000000002,0.6937000000000001,-0.6222000000000001
CSE1L,0.5935,-0.0489,-0.1168,0.5003,2.2952,-0.6467,-0.4272999999999999,1.4314,0.3966,0.5165,-1.0176,0.0758,2.4692,1.6487,-1.2075,0.4524999999999999,1.3045,1.6162,-1.4899,-0.1981,2.7405,0.2464,0.6716000000000001,-0.9775,-1.2452,0.8166,1.4969,-0.4901999999999999,-0.1713,0.3482,0.2612,1.3617,0.53,0.506,-0.4842,0.9962,-0.054,-1.3946,1.2267,0.2972,1.3567,1.1337,-0.2991,1.0988,-0.3659,0.7257,-0.2701,1.4493999999999998,-0.2818,2.0734,1.2557,-0.8605,1.509,0.9904,-1.0185,1.4329,0.2765999999999999,1.4299,0.2532999999999999,1.1141,0.5921000000000001,2.3175,1.0605,-0.7522,2.8146,-0.506,0.5917,-1.1411,-0.5635,0.6527999999999999,1.4354,1.9983,1.5454,-0.3176,1.7727,0.6893,1.50225,-0.0649,1.5176,0.9914,-0.4513,0.3881,1.0654,-0.0574999999999999,0.6965,1.2987,-0.4133,0.2464,1.4122,-0.5413,0.093,-0.0738,1.3025000000000002,0.43,1.5069,1.5041,2.7175,1.2602,0.9652,1.2077,1.7384,0.0687,0.1964999999999999,0.4337999999999999,0.9307,-0.3727,1.9478,0.9346
CSNK1A1,0.3777,-1.5464000000000002,1.7247,0.0445,0.2652,0.1644999999999999,1.6443,0.3046,1.478,1.8178,-0.1973,1.0542,3.0633,-0.421,1.3756,0.5931,-1.6839,1.3153,-0.4034,1.2325000000000002,1.4387,1.0857,2.4994,-1.1349,-0.0264999999999999,1.814,2.4736,-0.0240999999999999,1.985,-1.0831,0.8472999999999999,0.3223,-0.4431,1.1973,-1.5620999999999998,1.6036,-0.0252,-2.0756,2.7213,0.6415,1.4049999999999998,-0.4916999999999999,0.9618,1.4028,0.3172,-0.2952999999999999,1.6239,-0.0493,-1.5147000000000002,-0.3286,2.0223,0.7670999999999999,0.4459,1.8664,-0.4209999999999999,1.3724,-1.6263,2.0316,1.6729,-0.1007,1.4801,1.1641,2.1124,-1.4545,1.1828,1.0741,0.0986,-1.4609,0.6103999999999999,0.3695,1.2916,0.958,-0.3976999999999999,-1.4152,0.8603000000000001,0.4953999999999999,0.93945,1.0796,1.7782,-1.1759,1.0611,1.7476,1.3117,2.3462,-0.5672,0.2524,0.2453,-0.4060999999999999,0.5457000000000001,-1.3051,0.5763,1.4587,1.6133000000000002,-0.3323,3.6967,-0.3143999999999999,-0.1718,-0.7835000000000001,2.3756,1.773,1.2444000000000002,-0.0103,-0.3672999999999999,-0.1677999999999999,-0.0597999999999999,0.8074,-0.5519999999999999,-0.0371
CSNK2A1,0.3191,0.6121,0.7329,0.4592,0.2108,-0.7102,0.1834,0.6956,-0.2667,0.0771,-0.4063,1.2412,0.6057,0.6816,-0.3328,0.0842999999999999,0.1155999999999999,0.7909,-0.1345,1.0519,-0.3571999999999999,0.9917,0.662,-0.2237,-0.1025,0.1506,-0.4245,0.5009,-0.2636,-0.3453,-0.4186,1.0078,0.3793999999999999,-0.8018000000000001,-0.3782,1.1466,0.1043999999999999,-0.8911,0.4715,0.4639,1.4895,-0.2327,-0.164,0.2453999999999999,-0.7288,0.3663,-0.0233,-0.2996999999999999,0.2754,1.4200000000000002,1.0019,-0.5277000000000001,0.8899,0.4443999999999999,-0.5788,0.255,-0.1527,0.0504,0.938,0.6961,0.4898,-0.0403999999999999,0.2087,-0.5143,0.0665,-0.2249,-0.0626999999999999,-0.9555,-0.9118,1.5951000000000002,0.0083999999999999,0.6212,1.2265,0.1045999999999999,0.9509,1.1632,0.53035,0.1001,0.1117,0.76,-0.5305,0.9136,0.6059,-0.4282999999999999,-0.2043,0.5046999999999999,-1.1535,-0.7531,0.5225,0.1184,0.068,0.0422,0.7843,-0.2306,0.2361,1.4251,0.3085,0.5089,0.4423,1.1461,0.1577,-0.3191,0.7348,0.0765,0.8528,-0.0414999999999999,-0.0017,0.8922
CSNK2A2,-0.4246,-0.0163,0.7536,-1.0385,-0.0492999999999999,-0.3065,0.5157,0.1178,-0.3424,0.8362,-0.1896,0.7634,1.8635,-0.0645999999999999,-0.3293,0.4934,0.2385,-0.5617,0.3362,-0.6789000000000001,-0.1067999999999999,-0.2045,1.1561,-1.0576,-0.3417,0.3514,0.1117,0.1473,-0.3031,-0.183,-0.0501999999999999,0.4817,0.0549999999999999,-0.556,0.2402999999999999,1.737,-1.0328,-0.0398,0.2046,-0.174,-0.6012000000000001,-0.0487999999999999,0.3088,0.7557999999999999,-0.6984,0.3503,0.0733999999999999,-0.6241,-0.4771999999999999,-0.2268,-0.1159,-1.4125,0.0437999999999999,0.0902999999999999,-0.0826999999999999,0.5706,0.4788,-1.1780000000000002,-0.6066,0.3804,0.0377,0.7151000000000001,0.5102,0.5641,1.1246,0.0029999999999999,0.0747,-0.1895,0.1565,0.6003999999999999,0.65,0.1846,1.4647,0.7921,0.3668,0.5789,-0.25275,0.0839,0.1117,-0.2627,-0.7086,-0.9136,-0.556,-0.0383999999999999,-0.2251999999999999,-0.1599999999999999,-1.317,0.4233,0.2612,-0.2603999999999999,-0.469,0.2776999999999999,-0.1884,-0.2228,1.3102,0.0467,-0.3156,0.3419999999999999,0.4541999999999999,-0.1413,-0.5719,0.2711,0.1709999999999999,0.2077999999999999,-0.1394999999999999,1.2733,0.3969,0.6698
CSNK2B,0.6616,0.4652,0.6618999999999999,0.2673,0.1972,-0.4523,0.7898000000000001,0.5173,0.0180999999999999,0.7192000000000001,-0.3482,1.3777,0.9477,0.865,-0.0652,0.8027000000000001,0.3614,0.4498999999999999,0.7715,0.8012999999999999,-0.3972,0.8998,1.2641,0.0856,-0.1631999999999999,0.6593,-0.2969,0.5786,0.0711999999999999,-0.0147999999999999,-0.0335,0.8578,0.5821000000000001,-0.5631,0.3499,1.6121,-0.0324,-0.6846,0.5269,0.1268,0.7315,-0.3002999999999999,0.1544,0.1046,-0.311,0.6548,-0.06,0.4475,-0.1025,1.1366,0.8144,-0.203,1.2064,0.4684,0.1653,0.0518,-0.1321,-1.3515,0.5785,0.7082,0.1399999999999999,0.4937,0.5608,0.046,0.7172000000000001,-0.2722,-0.5289,-0.1974,-0.4030999999999999,1.1209,0.2854,1.2349,1.3229000000000002,0.374,1.1071,0.9235,0.24155,0.1488,0.2517,0.5755,-1.1877,0.6894,0.4827,0.8374999999999999,0.8341,0.8278000000000001,0.0544999999999999,0.236,0.3175,0.1594,0.2362,0.0562,0.5464,0.5825,0.9838,1.4848,0.803,0.8212999999999999,1.1863,0.6527000000000001,-0.0437,0.5388,0.7675,0.6161,0.7061,1.0559,0.9672,1.0219
CSRP1,-2.1443,2.5869,-3.7401,-0.7436999999999999,-0.7446999999999999,-0.942,-3.0836,-2.1961,-2.1052,-3.0762,-0.6113,-1.5775,-2.4372000000000003,-0.915,-0.0926,-1.5084,-2.4246,-0.0688,-1.9783,-0.8070999999999999,-3.0108,-3.3591,-2.0844,2.8135,-2.4942,-0.2042,-2.3683,-2.7992,-2.7047000000000003,-3.205,0.355,-1.7916,-0.9528,-1.5716,-2.4633000000000003,-3.4343,-2.9616,0.0035999999999999,-2.8280000000000003,-1.6093,-1.4146999999999998,0.1689999999999999,-1.1225,-2.0274,-0.0883999999999999,-2.2342,-1.3237,-0.6734,0.8134,-1.4883,-2.2907,-0.9376,-1.7001,-2.0084999999999997,0.4773,-3.2896,1.552,-2.9829,-2.5265,-1.4284,-2.1959,-1.0151,-3.4237,-1.4084,-1.8501000000000003,-1.5298,-3.242,-0.9081,-2.3009,-2.7315,-1.6457,-1.8487,-2.9904,0.575,-2.8571,-3.4007,-1.21905,-3.8935,-3.2144000000000004,-1.4105,-2.7952,-1.8344,-0.3429,-3.6919,-4.825399999999999,-0.8401000000000001,-1.1672,-2.5681,-3.0295,-1.7786,-3.068,-2.6715,-1.6746,-2.0366999999999997,-3.6643,-1.4864,-1.2869,1.2791,-3.2272,-1.9836,-1.9968,-2.4537,-2.4224,-0.948,-0.9089999999999998,-1.5046,-1.9479,-2.1763
CST3,-1.0909,0.8202,-0.9688,1.4290999999999998,-0.505,-1.4429,-0.5395000000000001,-0.9026,0.1262,-1.9604,2.3681,0.1466,-0.5622,-1.3089,0.2264,-0.473,-1.6947,-0.6219,-0.3539,-0.5157,0.1302,0.0627,0.6644,1.8692,-1.4085,0.4685999999999999,0.067,-0.7018,-2.0351000000000004,-0.4663,-0.4722,-0.2168,-0.3331,-0.6914,-0.3004,1.07,-0.3095,-0.5759000000000001,0.1216,0.772,-1.0647000000000002,-0.8784,0.4696,-0.7892,-0.189,-0.0662999999999999,-0.5301,-1.3672000000000002,0.7013,-0.625,0.0551,-1.2704,0.4041,-1.5658999999999998,0.3871,-1.6103,-0.5985,-1.4215,-0.9506,-1.1081,-0.5381999999999999,-1.013,-0.2424,-0.1075,-1.0726,0.5119,-1.1414,1.9506,0.7787,0.8744999999999999,-0.9937,-0.0924,-1.0828,-0.8684000000000001,-0.446,0.0160999999999999,-1.30055,-0.3544,-0.6596,-1.2166,-0.2652,3.3867,-0.1231999999999999,-1.3265,-1.8017,0.4647,-1.1354,-2.2107,0.2976,-1.7628,-2.0191,3.7787,-1.2695,-0.6372,-0.6157,-0.3756,1.6585,-1.8067,-0.5169,0.4112,-0.7429,0.2162,1.2004,-0.3974,0.0633,-0.4625,-1.2741,-0.5136000000000001
CSTB,-1.7197,-1.1996000000000002,0.8017,-0.0514999999999999,-1.5812,0.8337,0.1899,-0.5491,-0.6524,-0.0912999999999999,2.8634,-0.4576,-1.817,-0.5793999999999999,-0.8714000000000001,-0.3554,-0.6938,-1.963,0.5273,-1.25,-0.2704,-1.0918,0.307,0.7703,0.7973,-1.0944,3.029,-2.6009,-0.9991,1.6615,-1.353,-1.6619,0.2201,3.3996,-0.0141999999999999,0.9791,2.2491,0.4455,3.1561999999999997,1.5368,-0.1835,1.4528,-1.3605,-0.1324,0.8051,-1.449,2.3641,0.9115,0.5604,-0.5258,1.2483,0.2395,-0.7864,1.3389000000000002,-2.1836,0.6008,-0.6192000000000001,2.5129,0.2532999999999999,-1.4028,-0.2772,-0.9002000000000001,1.7519999999999998,-0.6946,0.397,1.0415,-1.9751,-1.6188,2.0035,1.7614,-0.7624000000000001,-1.23,-2.5849,-3.317,0.1472,-1.4325,-0.44155,1.0417,1.8048,-0.8163,2.3123,-1.4801,-0.5194,0.6553,0.4296,-1.7971,2.239,-2.1273999999999997,0.4233,-2.5203,0.9236,-2.8894,0.0165,0.4534999999999999,0.993,-1.2526,0.9397,-1.0366,0.2062,1.0227,-0.3591,1.8601,-3.2154000000000003,-0.3756,-2.0117,-1.0318,-1.3625,-0.9054
CSTF1,0.3824,0.2979,0.9185,1.0829,1.2717,0.4112,0.3949,0.5173,0.0504999999999999,0.9503,-0.6770999999999999,0.3185,0.7709,0.8775,0.2641,0.5266,0.9178,-0.0257999999999999,-0.0354,1.0373,0.6976,0.6389,0.259,-0.1022,0.0342,-0.1506,-0.1884,0.4125,0.3823,-0.2124999999999999,0.2009,0.628,1.3149,-0.5096,-0.2616,0.3462,1.0904,-0.0361999999999999,0.5585,1.1199,0.8497,0.3792,0.0869,0.4169,-0.5733,0.641,0.2801,0.078,0.6564,1.5012,0.9891,-0.2111,1.2382,1.0641,-0.3721,0.6116,0.2022,1.262,0.3596,1.2104,-0.1857,2.3835,0.4638,0.8058000000000001,0.5072,-0.1687,-0.242,0.2843,-0.1409,-0.0308,0.7707999999999999,0.691,1.7895,-0.0321,0.6157999999999999,0.5439,0.8265499999999999,0.8414999999999999,0.734,1.4668,-0.5541999999999999,0.4652,0.0,0.4411,1.1052,1.0371,0.05,1.0584,0.3109,0.7875,1.1777,0.4533999999999999,1.7264000000000002,0.477,0.0393,1.6476,0.2488999999999999,1.1848,0.1435,0.2904,0.5263,0.1167,0.2037,0.7,1.061,0.7522,0.9672,0.2939
CSTF3,0.6499,-0.004,1.2666,1.2748,1.5029,0.2991,0.643,0.2903,0.5588,0.7049000000000001,-0.2824,0.4297,1.0636,0.8253999999999999,0.3396,0.6008,0.6107,0.1174,0.4246999999999999,0.9383,0.3805,1.1838,0.4078,-0.3479,0.3227,-0.1205,0.067,0.6830999999999999,0.7671,0.2302,0.5727,0.4242,1.2077,-0.0392,0.0423999999999999,0.3377,0.95,-0.5615,0.6949,0.0579999999999999,0.6276999999999999,0.0075,-0.5596,0.5243,0.5612,0.7738,0.3735,-0.7144,0.0159999999999999,1.5322,0.9045,-0.9782,1.3039,0.9535,-0.3646,0.7672,-0.2477,1.6146,-0.1563999999999999,1.5832,-0.0269,1.728,0.5165,0.3492,0.5363,-0.3462,0.5947,0.6160000000000001,-0.5361,0.4372,0.9729,0.5563,1.6222,-0.4422,0.6678999999999999,0.4307999999999999,1.02655,0.4518,0.7109000000000001,1.3574000000000002,-0.0791,0.0819,0.253,0.1279,1.4806,0.9571,0.1408,1.1035,0.6216999999999999,0.5508,0.1145,0.1898,1.5074,0.7389,0.3958,1.2526,0.6767,1.2629,0.3047999999999999,0.4574,0.6517,-0.1201,0.1382999999999999,0.3609,1.1842,1.2112,1.2307,0.6830999999999999
CTBP1,1.0276,0.1551,-1.1177,0.3701,0.1547,0.4524,0.0712,0.0402,-0.0757,-0.1911,0.1354999999999999,-1.2387,0.484,0.1751,-0.2642,-0.5548,0.1301,-0.7422,-0.6405000000000001,-0.2069,-0.5006999999999999,0.2652,-1.1346,0.8613999999999999,0.3721,-0.6659999999999999,0.1563999999999999,0.734,0.4560999999999999,0.481,-1.2324,0.0091999999999999,0.6603,0.5522999999999999,0.3711,-0.7664,-0.036,0.3984999999999999,-0.6633,0.9242,-0.7363000000000001,0.4618,-0.7108,0.7626999999999999,-3.2814,0.3274,0.3801,0.4352,0.7845,0.7693,-1.1472000000000002,0.5114000000000001,-0.2588,-1.7042,0.7065,-1.4676,0.6109,0.3134,0.4596,-0.1548999999999999,1.0011,-0.6959,-0.4468999999999999,1.3968,-1.2888000000000002,-1.7132,-1.237,-1.0266,1.1465,0.4742,0.6396,-1.255,1.1969,1.1138,-0.455,-0.5412,-0.0620499999999999,0.6385000000000001,-1.812,0.7444,-0.8392999999999999,0.3543,-0.3063,0.5626,0.367,-0.1323,0.1316999999999999,-0.0486,1.1641,0.7275,0.6336,-0.3164,0.822,-0.6059,-0.1968,0.3756,0.3541,0.754,-2.0379,-2.0992,-3.6383,-1.6301,-2.2588,1.0208,0.3603,-1.2527,-0.1101,-0.1456
CTBP2,0.4175999999999999,0.3591,0.2016,-0.4592999999999999,0.3995000000000001,-1.3271,-0.1790999999999999,-1.0319,0.6273,-0.5992,1.068,0.2882,-0.4520999999999999,0.4711,0.3636,0.0305999999999999,0.4987,-0.5101,-0.8812,-0.5769,1.0214,-0.1586,0.2183,-0.0746,1.0934,0.753,-0.6384000000000001,-0.0454999999999999,-0.7671,0.481,-0.1708,0.604,0.307,-0.2281,-0.675,-0.4088,0.0504,-0.7752,0.4913,-0.2719,1.0453,1.1787999999999998,-0.1125,0.8366,0.308,0.5517000000000001,-0.7936,0.4188,-0.5892999999999999,0.7486999999999999,0.011,-1.2461,0.641,-0.5533,-0.0601999999999999,-0.2679999999999999,0.2476999999999999,0.5569000000000001,-0.4722,0.6976,0.3095,0.2448,-0.2466,-0.238,0.131,1.0238,0.1255,1.6584,-0.7200000000000001,-0.1417,1.0125,-0.0949,1.63,0.8404,0.849,-0.8643000000000001,0.8043499999999999,-0.0325,0.1808,1.52,0.2613999999999999,1.1691,-0.7524,-0.4411,-0.3587,0.6309,-0.2543,0.0902,-0.8996000000000001,-1.1252,-0.2291,0.246,0.6995,0.7818999999999999,0.5671,0.4465,1.7322,0.2855,-1.004,-0.1695,-0.8606999999999999,0.0617999999999999,1.1930999999999998,0.4557,0.8329,0.6832,0.9105,0.1615
CTCF,0.5325,0.5835,0.3069,0.1782,0.7412000000000001,-1.1626,0.0625999999999999,-1.0003,-0.6272,-0.2596,0.1432,0.1517,1.7186,-0.7106999999999999,-0.024,0.2224,-0.9756,-0.3468,0.2193999999999999,-0.2389,-0.7476999999999999,-0.3987,-0.5709,-0.9195,0.0532,0.1406,0.2713,1.1492,-0.377,-0.7731999999999999,-0.355,0.7707,-0.3302,-0.6415000000000001,-0.1414,0.6157999999999999,-0.8565,-0.6774,-0.0761,-0.9424,-0.4467,-1.0023,-0.4567,0.106,0.4971,-0.2724,-0.8302,-0.2668999999999999,-0.57,0.4446,0.4558999999999999,-1.5627,-0.4858,0.0109999999999999,0.8982,-0.1145999999999999,-0.2312,-0.8087,-1.1507,1.1758,-0.6001,0.2405,-0.4764,-0.7022999999999999,0.5259,-1.2102,-0.7799,0.1777,-0.9352,0.4433999999999999,-0.7854,0.2145,0.6378,-0.2573,-0.9373,-0.027,-0.37865,0.6061000000000001,0.4893,0.0376,-0.7244999999999999,-0.3736,-0.4362,1.0356,-0.7674000000000001,-0.0338,-0.7992999999999999,0.5865,-0.4333,0.9517,0.0214,-0.6608,0.2449,-0.0586,-0.2383999999999999,0.1145,-0.0351,0.1858,-0.4630999999999999,-0.1027,0.5795,0.7516,-0.0654,-0.4302,-0.0072999999999999,-0.4935,0.5987,-0.1641
CTDP1,0.6405,-0.8813000000000001,1.0536,-0.2502,1.3992,0.3776,0.1079,-0.7129000000000001,0.4326,1.3213,-0.1547,0.5206999999999999,1.11,0.6169,0.6895,-0.7235999999999999,1.6731,-1.6191,0.3468,0.1923,0.4105999999999999,1.1838,0.4173,0.7012999999999999,0.9643,-0.8534999999999999,-0.2840999999999999,-0.2732,0.9701,-0.0797,-0.8004,0.478,-0.3186,-0.1996,1.1875,-0.4627,0.4065999999999999,0.6484,-0.1394,0.0289999999999999,0.8256,0.3041,-0.1833,-0.0488,0.9363,0.5105,0.0333999999999999,0.4393,0.9446,0.8904,0.1857,0.7548999999999999,-0.2209999999999999,0.7359,-0.0376,0.7110000000000001,-0.2312,0.1008,0.3533,0.7984,-0.6458999999999999,0.3384,0.0401,0.7291000000000001,0.1767,0.8551,0.3407,-0.3237,0.1252,0.5265,-0.4083,1.1201,0.1160999999999999,0.0,1.2292999999999998,0.4173,0.21935,0.3896,-0.0036,1.3355,-0.1187,1.2872,-0.2364,0.4443,0.3629,0.8493999999999999,-0.3043,-0.3505,0.3076,1.2326,1.4391,0.0457,1.1070000000000002,0.5277999999999999,0.4768,0.9399,-0.6031,1.0583,-0.8665,0.5885,1.9436,-0.4084,-0.3091,-0.1969,0.6084,1.0490000000000002,1.5576,-0.6222000000000001
CTH,-0.7484,2.0606,-0.0252,-0.2502,-1.367,6.9345,-0.8653,0.0171999999999999,-1.6185,-0.9959,1.749,-1.6760000000000002,-2.0924,0.5252,2.0411,-0.5778,1.4309,-1.8713,1.8933,-1.4277,1.7424,0.4259,-1.396,0.3451,1.697,-0.7898999999999999,-0.1884,1.4224,2.1115,2.0215,-0.8808,0.0814999999999999,1.1903,1.6998,2.0816,-1.3738,2.0044,3.5172,0.4379,-2.3886,-0.4201,5.6797,-2.9269000000000003,-0.5703,-0.8844,-1.2956,2.5942000000000003,2.9275,1.7708,0.0283,0.4558999999999999,3.174,-1.3836,0.4684,0.793,-1.0072,2.3693,-1.4831,-0.7724,0.4225,-1.0845,-0.3638999999999999,-1.5769000000000002,1.3085,1.2722,-2.1955,0.3676,2.8272,1.4008,0.5635,0.4145999999999999,0.3492,0.8209,2.8225,-1.9629,1.2089,-2.16135,2.2078,0.9715,-1.054,-0.6374,-2.1478,-1.4083,1.1699000000000002,0.0375999999999999,-0.9478,-0.1043999999999999,1.6657,-1.3196,1.5229,4.3495,-0.3234,0.1978,1.4699,-0.5741,-1.0366,-1.2062,0.6705,1.6973,-1.1151,-0.5453,1.6336,-1.8296,0.864,-0.2082999999999999,-0.5453,0.3702,-1.3899
